# QC Report for S3
# Generated by step3_normalization.py

## Summary Statistics
study_id: S3
n_samples: 289
n_samples_AD: 219
n_samples_Control: 70
n_genes_total: 30727
n_genes_variable: 29549
total_raw_counts: 153952928
mean_counts_per_sample: 532709.10
median_counts_per_sample: 468937.90
mean_detected_genes_per_sample: 22704.31
mean_zero_percent: 26.11

## Sample-level QC Metrics
sample_id	total_counts	mean_expression	median_expression	std_expression	min_expression	max_expression	zero_count	zero_percent	detected_genes
GSM3577724	745421.918801705	24.25950853652179	0.78446042826379	718.0642265472	0.0	55786.2997068782	8656	28.170664236664823	22071
GSM3577725	897733.5713847495	29.216440634775587	0.660493983359277	814.0752075355932	0.0	54779.0784971897	9374	30.507371367201486	21353
GSM3577726	474248.78720303875	15.43426911846385	0.875316896713315	343.5796713264917	0.0	24463.9853476542	7642	24.870634946464023	23085
GSM3577727	494351.04656789656	16.088490466622076	0.86401215040376	365.99113426373515	0.0	27830.5786182568	7851	25.550818498389038	22876
GSM3577728	333635.70068332047	10.85806296362549	0.908051716452673	114.03299044887315	0.0	6882.75007227577	7595	24.717675008949783	23132
GSM3577729	491596.2865794181	15.998837718599868	0.899953154856471	395.2651046187637	0.0	31419.6106160685	8019	26.097568913333554	22708
GSM3577730	371219.0979264219	12.081202132535617	0.79575247463	195.28307672534112	0.0	18684.8114807954	7695	25.043121684511995	23032
GSM3577731	421989.8102572299	13.73351808693429	0.901644796976003	271.98601390888155	0.0	25946.5170101826	7994	26.016207244442995	22733
GSM3577732	453357.4504908566	14.75436751036081	0.868520763052939	320.7920178915202	0.0	23656.8875581932	6158	20.041006281120836	24569
GSM3577733	628416.2137372268	20.45159676301711	0.806179533183007	578.747355485668	0.0	42760.6604972911	8346	27.161779542421975	22381
GSM3577734	533972.2799919066	17.377950336573914	0.779546304290584	384.72521349674514	0.0	33857.5337183029	8389	27.301721612913727	22338
GSM3577735	861239.0936445058	28.028739989081455	0.748358584188373	841.8686417746312	0.0	81248.2137240126	9501	30.92068864516549	21226
GSM3577736	363398.46679708175	11.826682292351409	0.915553781361153	208.99918749395852	0.0	17588.9801282436	7185	23.383343639144726	23542
GSM3577737	979278.0839677226	31.87027968782252	0.759111335466999	1014.921591246219	0.0	70566.8698231436	9056	29.472450938913656	21671
GSM3577738	390468.680548461	12.707673399565886	0.787143604006484	181.0983114568103	0.0	16697.4064543809	8114	26.406743255117647	22613
GSM3577739	358146.69402272697	11.65576509332922	0.789153593610508	139.27618519242284	0.0	11741.6691647847	7582	24.675366941126697	23145
GSM3577740	433885.3700162024	14.120655124685207	0.755151085680793	234.4221138275088	0.0	25176.6024730491	7006	22.80079408988837	23721
GSM3577741	345961.46604928543	11.259200899836802	0.822546322544996	130.04163022278544	0.0	12698.6348660971	7237	23.552575910437074	23490
GSM3577742	411684.4879020616	13.398134796825646	0.801750462428433	192.2487707765284	0.0	12478.8263106394	7539	24.535424870634948	23188
GSM3577743	1537224.1280394036	50.02844820644396	0.638058270461642	1827.619385176918	0.0	171186.840634887	11233	36.557425065902954	19494
GSM3577744	328202.5425298494	10.681242637740404	0.882873296801891	121.76314764587005	0.0	9718.75381772117	7224	23.510267842613988	23503
GSM3577745	309889.9794475984	10.085266360126221	0.888542412546795	111.71336785409719	0.0	7972.96756856408	7145	23.253164968919844	23582
GSM3577746	537660.5286083126	17.497983161659537	0.752578492899241	419.4975618307271	0.0	30881.0821748209	9680	31.503238194421847	21047
GSM3577747	511321.74631442816	16.64079624806939	0.900255867547162	405.02464749177267	0.0	28173.3011364013	7706	25.078920818823836	23021
GSM3577748	399512.62909426994	13.002005698384806	0.828565086791978	219.68958488598935	0.0	16910.2035457755	7743	25.199336088781855	22984
GSM3577749	340008.6834258645	11.06546956832312	0.846246034302225	142.3248548556324	0.0	11253.7846916448	7266	23.646955446350116	23461
GSM3577750	617209.6289804173	20.086882187666134	0.692212238139985	480.1336804698803	0.0	41261.8820120259	9946	32.36892635141732	20781
GSM3577751	337919.43834212364	10.997475781629305	0.9088280938188	150.99371847539365	0.0	11546.7361818742	7131	23.207602434341133	23596
GSM3577752	480086.29800052335	15.624248966723837	0.755825061499004	257.27903179347624	0.0	20057.1134659658	7825	25.466202362742862	22902
GSM3577753	505643.9046933786	16.456012780075458	0.682290665956917	244.05215757193213	0.0	22439.7060908419	9571	31.148501318059036	21156
GSM3577754	427361.73930320045	13.908345731871007	0.7898615747617	213.808199103997	0.0	16484.0947176562	7734	25.170045887981253	22993
GSM3577755	383891.34637576476	12.493616245509315	0.902725472232387	192.74112299057467	0.0	16180.8198236697	7506	24.42802746769942	23221
GSM3577756	483325.0396880136	15.729652738243681	0.870732892424534	358.5110707300222	0.0	30402.4541848857	7440	24.21323266182836	23287
GSM3577757	500264.96667297196	16.280957030395808	0.662907976463092	290.4043327311066	0.0	18306.4331948127	8419	27.399355615582387	22308
GSM3577758	338290.615911662	11.009555632234257	0.809614033843979	130.36412023884338	0.0	11477.5294942728	7675	24.97803234939955	23052
